title,artist,album,release_date,duration_ms,spotify_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,file_name
Otra noche sin dormir (feat. Aurora Beltrán) - En directo 2008,Barricada,Otra noche sin dormir,2008-11-25,209613,https://open.spotify.com/track/1h80bIHIytD0GRW03Cwf2R,0.424,0.9,7,-6.562,1,0.051,0.00506,1.09e-05,0.972,0.419,154.822,audio_features,1h80bIHIytD0GRW03Cwf2R,spotify:track:1h80bIHIytD0GRW03Cwf2R,https://api.spotify.com/v1/tracks/1h80bIHIytD0GRW03Cwf2R,https://api.spotify.com/v1/audio-analysis/1h80bIHIytD0GRW03Cwf2R,4,Viña Rock 2009_data.json
"Maneras de vivir - Rosendo, Barricada y Aurora Beltrán directo 2008",Barricada,Otra noche sin dormir,2008-11-25,282747,https://open.spotify.com/track/3zgQxeKX6kj7Yrt5cRMxP3,0.281,0.94,4,-6.534,1,0.0491,8.65e-05,0.00901,0.944,0.564,126.792,audio_features,3zgQxeKX6kj7Yrt5cRMxP3,spotify:track:3zgQxeKX6kj7Yrt5cRMxP3,https://api.spotify.com/v1/tracks/3zgQxeKX6kj7Yrt5cRMxP3,https://api.spotify.com/v1/audio-analysis/3zgQxeKX6kj7Yrt5cRMxP3,4,Viña Rock 2009_data.json
"Blanco y negro - Rosendo, Barricada y Aurora Beltrán directo 2008",Barricada,Otra noche sin dormir,2008-11-25,358347,https://open.spotify.com/track/7IjUge7VMjnd1e85mW1Nb8,0.281,0.875,7,-6.668,1,0.0475,0.000111,0.00539,0.978,0.194,155.938,audio_features,7IjUge7VMjnd1e85mW1Nb8,spotify:track:7IjUge7VMjnd1e85mW1Nb8,https://api.spotify.com/v1/tracks/7IjUge7VMjnd1e85mW1Nb8,https://api.spotify.com/v1/audio-analysis/7IjUge7VMjnd1e85mW1Nb8,4,Viña Rock 2009_data.json
"Muerte ven - Rosendo, Barricada y Aurora Beltrán directo 2008",Barricada,Otra noche sin dormir,2008-11-25,233027,https://open.spotify.com/track/4bF913oYPpbJKJkzsLj2cB,0.252,0.883,2,-7.095,1,0.109,0.213,0,0.995,0.37,170.926,audio_features,4bF913oYPpbJKJkzsLj2cB,spotify:track:4bF913oYPpbJKJkzsLj2cB,https://api.spotify.com/v1/tracks/4bF913oYPpbJKJkzsLj2cB,https://api.spotify.com/v1/audio-analysis/4bF913oYPpbJKJkzsLj2cB,4,Viña Rock 2009_data.json
Solo quiero tu boca - Rosendo y Barricada directo 2008,Barricada,Otra noche sin dormir,2008-11-25,266960,https://open.spotify.com/track/1rcyxbDAFHAPsjs5r0fJ4w,0.39,0.942,9,-5.938,0,0.0653,7.66e-05,4.85e-05,0.462,0.303,146.526,audio_features,1rcyxbDAFHAPsjs5r0fJ4w,spotify:track:1rcyxbDAFHAPsjs5r0fJ4w,https://api.spotify.com/v1/tracks/1rcyxbDAFHAPsjs5r0fJ4w,https://api.spotify.com/v1/audio-analysis/1rcyxbDAFHAPsjs5r0fJ4w,4,Viña Rock 2009_data.json
El Chico De La Mirada Asustadiza,Tahúres Zúrdos,13,2009-12-02,252293,https://open.spotify.com/track/4Z62CUGHB6colTDQpJpwlz,0.633,0.526,0,-13.53,1,0.0267,0.0053,0.000358,0.0891,0.546,95.388,audio_features,4Z62CUGHB6colTDQpJpwlz,spotify:track:4Z62CUGHB6colTDQpJpwlz,https://api.spotify.com/v1/tracks/4Z62CUGHB6colTDQpJpwlz,https://api.spotify.com/v1/audio-analysis/4Z62CUGHB6colTDQpJpwlz,4,Viña Rock 2009_data.json
Lujuria,Aurora Beltrán,13,2009-12-02,208480,https://open.spotify.com/track/28xh3SwxI9SbXcGUeywwMs,0.629,0.836,9,-12.289,1,0.0315,0.00302,0.000831,0.0682,0.742,112.476,audio_features,28xh3SwxI9SbXcGUeywwMs,spotify:track:28xh3SwxI9SbXcGUeywwMs,https://api.spotify.com/v1/tracks/28xh3SwxI9SbXcGUeywwMs,https://api.spotify.com/v1/audio-analysis/28xh3SwxI9SbXcGUeywwMs,4,Viña Rock 2009_data.json
Mis Hijos Me Espían,Tahúres Zúrdos,13,2009-12-02,182027,https://open.spotify.com/track/4eUkLQn2tSxTwPW9sPBbfB,0.659,0.66,6,-12.206,0,0.058,0.00267,0.00666,0.0622,0.948,118.717,audio_features,4eUkLQn2tSxTwPW9sPBbfB,spotify:track:4eUkLQn2tSxTwPW9sPBbfB,https://api.spotify.com/v1/tracks/4eUkLQn2tSxTwPW9sPBbfB,https://api.spotify.com/v1/audio-analysis/4eUkLQn2tSxTwPW9sPBbfB,4,Viña Rock 2009_data.json
Peligrosa,Aurora Beltrán,13,2009-12-02,165653,https://open.spotify.com/track/41K6jKCmGhDMAe83PkjDNn,0.635,0.719,7,-12.719,1,0.0305,0.114,4.88e-06,0.0938,0.694,103.973,audio_features,41K6jKCmGhDMAe83PkjDNn,spotify:track:41K6jKCmGhDMAe83PkjDNn,https://api.spotify.com/v1/tracks/41K6jKCmGhDMAe83PkjDNn,https://api.spotify.com/v1/audio-analysis/41K6jKCmGhDMAe83PkjDNn,4,Viña Rock 2009_data.json
Como El Humo,Tahúres Zúrdos,13,2009-12-02,183480,https://open.spotify.com/track/7E0dkIxoNeeFjt6rBnU2dF,0.629,0.374,1,-16.287,0,0.036,0.0309,0.000527,0.114,0.231,134.872,audio_features,7E0dkIxoNeeFjt6rBnU2dF,spotify:track:7E0dkIxoNeeFjt6rBnU2dF,https://api.spotify.com/v1/tracks/7E0dkIxoNeeFjt6rBnU2dF,https://api.spotify.com/v1/audio-analysis/7E0dkIxoNeeFjt6rBnU2dF,4,Viña Rock 2009_data.json
De los malos,Elbicho,El Bicho,2003-06-13,285520,https://open.spotify.com/track/4qeoUPvx2TC0xb7sxoEekP,0.764,0.745,4,-4.249,0,0.123,0.137,0,0.0986,0.791,82.981,audio_features,4qeoUPvx2TC0xb7sxoEekP,spotify:track:4qeoUPvx2TC0xb7sxoEekP,https://api.spotify.com/v1/tracks/4qeoUPvx2TC0xb7sxoEekP,https://api.spotify.com/v1/audio-analysis/4qeoUPvx2TC0xb7sxoEekP,4,Viña Rock 2009_data.json
Mamá Dolores,Elbicho,El Bicho,2003-06-13,247653,https://open.spotify.com/track/04u9vcrH4NbhH8JYTVGhQ3,0.8,0.726,4,-7.728,0,0.0531,0.266,6.71e-06,0.218,0.86,152.219,audio_features,04u9vcrH4NbhH8JYTVGhQ3,spotify:track:04u9vcrH4NbhH8JYTVGhQ3,https://api.spotify.com/v1/tracks/04u9vcrH4NbhH8JYTVGhQ3,https://api.spotify.com/v1/audio-analysis/04u9vcrH4NbhH8JYTVGhQ3,4,Viña Rock 2009_data.json
Locura,Elbicho,El Bicho,2003-06-13,228440,https://open.spotify.com/track/5sMdlYUaGEPd9PiWOoUjED,0.73,0.889,2,-4.398,1,0.262,0.144,0,0.0626,0.919,170.043,audio_features,5sMdlYUaGEPd9PiWOoUjED,spotify:track:5sMdlYUaGEPd9PiWOoUjED,https://api.spotify.com/v1/tracks/5sMdlYUaGEPd9PiWOoUjED,https://api.spotify.com/v1/audio-analysis/5sMdlYUaGEPd9PiWOoUjED,4,Viña Rock 2009_data.json
Pa' ti,Elbicho,El Bicho,2003-06-13,238213,https://open.spotify.com/track/3hAoS5Y5zqZgOskBxb2l6a,0.776,0.727,7,-6.18,1,0.0758,0.157,3.51e-05,0.0924,0.687,93.967,audio_features,3hAoS5Y5zqZgOskBxb2l6a,spotify:track:3hAoS5Y5zqZgOskBxb2l6a,https://api.spotify.com/v1/tracks/3hAoS5Y5zqZgOskBxb2l6a,https://api.spotify.com/v1/audio-analysis/3hAoS5Y5zqZgOskBxb2l6a,3,Viña Rock 2009_data.json
Parque Triana,Elbicho,II,2005-05-23,238280,https://open.spotify.com/track/3UimGpPlxvPaQ6iKLXUerS,0.539,0.812,1,-5.491,0,0.0417,0.106,2.82e-05,0.131,0.626,160.021,audio_features,3UimGpPlxvPaQ6iKLXUerS,spotify:track:3UimGpPlxvPaQ6iKLXUerS,https://api.spotify.com/v1/tracks/3UimGpPlxvPaQ6iKLXUerS,https://api.spotify.com/v1/audio-analysis/3UimGpPlxvPaQ6iKLXUerS,4,Viña Rock 2009_data.json
Paraísos Artificiales,Eskorzo,Paraísos Artificiales,2009-03-12,311652,https://open.spotify.com/track/11p3hF8XSFo8UyvcQLitzV,0.477,0.748,9,-6.139,1,0.037,0.0121,0,0.106,0.235,130.939,audio_features,11p3hF8XSFo8UyvcQLitzV,spotify:track:11p3hF8XSFo8UyvcQLitzV,https://api.spotify.com/v1/tracks/11p3hF8XSFo8UyvcQLitzV,https://api.spotify.com/v1/audio-analysis/11p3hF8XSFo8UyvcQLitzV,4,Viña Rock 2009_data.json
El Que Tenga El Amor,Eskorzo,El Árbol De La Duda,2005-01-11,184970,https://open.spotify.com/track/0sqw17ShhvXXfw2OlmJoif,0.595,0.905,7,-4.705,0,0.0863,0.0652,1.46e-05,0.101,0.553,101.674,audio_features,0sqw17ShhvXXfw2OlmJoif,spotify:track:0sqw17ShhvXXfw2OlmJoif,https://api.spotify.com/v1/tracks/0sqw17ShhvXXfw2OlmJoif,https://api.spotify.com/v1/audio-analysis/0sqw17ShhvXXfw2OlmJoif,4,Viña Rock 2009_data.json
Reggae pa'Mai,Eskorzo,Mundo Bullanga,1998,209413,https://open.spotify.com/track/3mO2oL2xzeQJZRETIM62Cm,0.685,0.725,7,-5.916,1,0.0337,0.0283,0,0.0342,0.943,140.885,audio_features,3mO2oL2xzeQJZRETIM62Cm,spotify:track:3mO2oL2xzeQJZRETIM62Cm,https://api.spotify.com/v1/tracks/3mO2oL2xzeQJZRETIM62Cm,https://api.spotify.com/v1/audio-analysis/3mO2oL2xzeQJZRETIM62Cm,4,Viña Rock 2009_data.json
Estúpidos En Siberia,Eskorzo,Paraísos Artificiales,2009-03-12,231906,https://open.spotify.com/track/1sZpg1i1LX2nctYsFV06Rz,0.591,0.62,10,-7.674,0,0.0334,0.354,0.00068,0.0916,0.253,125.034,audio_features,1sZpg1i1LX2nctYsFV06Rz,spotify:track:1sZpg1i1LX2nctYsFV06Rz,https://api.spotify.com/v1/tracks/1sZpg1i1LX2nctYsFV06Rz,https://api.spotify.com/v1/audio-analysis/1sZpg1i1LX2nctYsFV06Rz,4,Viña Rock 2009_data.json
Justo Después,Eskorzo,Paraísos Artificiales,2009-03-12,189158,https://open.spotify.com/track/7mGcB7PM6Pp8SPE4unRoZd,0.433,0.854,11,-8.228,0,0.0949,0.00226,4.94e-05,0.0913,0.887,190.263,audio_features,7mGcB7PM6Pp8SPE4unRoZd,spotify:track:7mGcB7PM6Pp8SPE4unRoZd,https://api.spotify.com/v1/tracks/7mGcB7PM6Pp8SPE4unRoZd,https://api.spotify.com/v1/audio-analysis/7mGcB7PM6Pp8SPE4unRoZd,4,Viña Rock 2009_data.json
Handiena,Betagarri,Bizitzari Txistuka,2009-10-29,230893,https://open.spotify.com/track/3ORZwwvrhdU4WFkzRrblsA,0.793,0.806,9,-5.337,1,0.0459,0.136,0,0.0292,0.766,150.052,audio_features,3ORZwwvrhdU4WFkzRrblsA,spotify:track:3ORZwwvrhdU4WFkzRrblsA,https://api.spotify.com/v1/tracks/3ORZwwvrhdU4WFkzRrblsA,https://api.spotify.com/v1/audio-analysis/3ORZwwvrhdU4WFkzRrblsA,4,Viña Rock 2009_data.json
Denbora,Betagarri,Bizitzari Txistuka,2009-10-29,240853,https://open.spotify.com/track/2EKL4O2j3jqa2gInhZKzSz,0.67,0.85,9,-4.642,0,0.0915,0.0387,1.04e-06,0.0935,0.534,107.363,audio_features,2EKL4O2j3jqa2gInhZKzSz,spotify:track:2EKL4O2j3jqa2gInhZKzSz,https://api.spotify.com/v1/tracks/2EKL4O2j3jqa2gInhZKzSz,https://api.spotify.com/v1/audio-analysis/2EKL4O2j3jqa2gInhZKzSz,4,Viña Rock 2009_data.json
Badira,Betagarri,Bizitzari Txistuka,2009-10-29,265707,https://open.spotify.com/track/5ULTM6luuuTiiC9hD5wNnR,0.778,0.533,9,-4.918,0,0.0456,0.209,0,0.0397,0.739,144.054,audio_features,5ULTM6luuuTiiC9hD5wNnR,spotify:track:5ULTM6luuuTiiC9hD5wNnR,https://api.spotify.com/v1/tracks/5ULTM6luuuTiiC9hD5wNnR,https://api.spotify.com/v1/audio-analysis/5ULTM6luuuTiiC9hD5wNnR,4,Viña Rock 2009_data.json
Al Rojo Vivo,ToteKing,Un Tipo Cualquiera,2006-07-26,165763,https://open.spotify.com/track/73O0en89ITNDS3DKqItB1P,0.68,0.92,11,-6.502,1,0.203,0.523,0,0.38,0.733,95.038,audio_features,73O0en89ITNDS3DKqItB1P,spotify:track:73O0en89ITNDS3DKqItB1P,https://api.spotify.com/v1/tracks/73O0en89ITNDS3DKqItB1P,https://api.spotify.com/v1/audio-analysis/73O0en89ITNDS3DKqItB1P,4,Viña Rock 2009_data.json
Jugar Duro,ToteKing,Un Tipo Cualquiera,2006-07-26,214671,https://open.spotify.com/track/5xKu647FDpGdNVWdpCym91,0.652,0.905,7,-5.424,1,0.37,0.211,0,0.14,0.804,85.92,audio_features,5xKu647FDpGdNVWdpCym91,spotify:track:5xKu647FDpGdNVWdpCym91,https://api.spotify.com/v1/tracks/5xKu647FDpGdNVWdpCym91,https://api.spotify.com/v1/audio-analysis/5xKu647FDpGdNVWdpCym91,4,Viña Rock 2009_data.json
Cuatro Minutos Te Escupo,ToteKing,Un Tipo Cualquiera,2006-07-26,284027,https://open.spotify.com/track/3cfBZ2Iy7fTdnk1sh4ZpN2,0.687,0.752,4,-6.501,1,0.315,0.128,0,0.118,0.912,92.972,audio_features,3cfBZ2Iy7fTdnk1sh4ZpN2,spotify:track:3cfBZ2Iy7fTdnk1sh4ZpN2,https://api.spotify.com/v1/tracks/3cfBZ2Iy7fTdnk1sh4ZpN2,https://api.spotify.com/v1/audio-analysis/3cfBZ2Iy7fTdnk1sh4ZpN2,4,Viña Rock 2009_data.json
Progres,ToteKing,Un Tipo Cualquiera,2006-07-26,216267,https://open.spotify.com/track/4gMqJQCxooxXFGEnUlfCB9,0.628,0.678,10,-8.038,0,0.268,0.282,0,0.2,0.754,95.359,audio_features,4gMqJQCxooxXFGEnUlfCB9,spotify:track:4gMqJQCxooxXFGEnUlfCB9,https://api.spotify.com/v1/tracks/4gMqJQCxooxXFGEnUlfCB9,https://api.spotify.com/v1/audio-analysis/4gMqJQCxooxXFGEnUlfCB9,4,Viña Rock 2009_data.json
Woh!!,ToteKing,Un Tipo Cualquiera,2006-07-26,322800,https://open.spotify.com/track/2Ury199pDmxIjBJ9JYhTzu,0.854,0.879,11,-4.739,0,0.239,0.372,0,0.106,0.759,93.99,audio_features,2Ury199pDmxIjBJ9JYhTzu,spotify:track:2Ury199pDmxIjBJ9JYhTzu,https://api.spotify.com/v1/tracks/2Ury199pDmxIjBJ9JYhTzu,https://api.spotify.com/v1/audio-analysis/2Ury199pDmxIjBJ9JYhTzu,4,Viña Rock 2009_data.json
Entre Molinos y Campos de Olivo,Shotta,Sangre,2008-03-10,337849,https://open.spotify.com/track/0MsjMaxm09z0ag5DGDS8yG,0.73,0.808,0,-6.177,1,0.162,0.301,0,0.31,0.88,89.009,audio_features,0MsjMaxm09z0ag5DGDS8yG,spotify:track:0MsjMaxm09z0ag5DGDS8yG,https://api.spotify.com/v1/tracks/0MsjMaxm09z0ag5DGDS8yG,https://api.spotify.com/v1/audio-analysis/0MsjMaxm09z0ag5DGDS8yG,4,Viña Rock 2009_data.json
Me Gusta,Shotta,Sangre,2008-03-10,229479,https://open.spotify.com/track/2KtmYBDI6JRlzcZ8RWSFJm,0.614,0.884,7,-6.022,1,0.152,0.131,0,0.0971,0.622,95.713,audio_features,2KtmYBDI6JRlzcZ8RWSFJm,spotify:track:2KtmYBDI6JRlzcZ8RWSFJm,https://api.spotify.com/v1/tracks/2KtmYBDI6JRlzcZ8RWSFJm,https://api.spotify.com/v1/audio-analysis/2KtmYBDI6JRlzcZ8RWSFJm,4,Viña Rock 2009_data.json
El Tren,Shotta,Sangre,2008-03-10,164547,https://open.spotify.com/track/6P3iWhhGMKGDMB7fHZVV7J,0.674,0.884,6,-7.016,1,0.333,0.217,0,0.126,0.868,101.254,audio_features,6P3iWhhGMKGDMB7fHZVV7J,spotify:track:6P3iWhhGMKGDMB7fHZVV7J,https://api.spotify.com/v1/tracks/6P3iWhhGMKGDMB7fHZVV7J,https://api.spotify.com/v1/audio-analysis/6P3iWhhGMKGDMB7fHZVV7J,4,Viña Rock 2009_data.json
Respeto,Gordo Master,Mi puerta,2006-01-01,290966,https://open.spotify.com/track/2nRIsbs0boh9btDVD4jB4B,0.575,0.872,5,-4.166,1,0.36,0.0999,0,0.773,0.88,174.068,audio_features,2nRIsbs0boh9btDVD4jB4B,spotify:track:2nRIsbs0boh9btDVD4jB4B,https://api.spotify.com/v1/tracks/2nRIsbs0boh9btDVD4jB4B,https://api.spotify.com/v1/audio-analysis/2nRIsbs0boh9btDVD4jB4B,4,Viña Rock 2009_data.json
La última bala,Gordo Master,Mi puerta,2006-01-01,290819,https://open.spotify.com/track/1p7GV3tjfnYfl70diserze,0.673,0.755,2,-5.183,1,0.124,0.217,0,0.142,0.53,147.009,audio_features,1p7GV3tjfnYfl70diserze,spotify:track:1p7GV3tjfnYfl70diserze,https://api.spotify.com/v1/tracks/1p7GV3tjfnYfl70diserze,https://api.spotify.com/v1/audio-analysis/1p7GV3tjfnYfl70diserze,4,Viña Rock 2009_data.json
Judas,Gordo Master,Mi puerta,2006-01-01,207486,https://open.spotify.com/track/0RMWZaxp4tWCbJh0rMX5lk,0.614,0.683,1,-5.993,1,0.131,0.118,0,0.414,0.271,80.421,audio_features,0RMWZaxp4tWCbJh0rMX5lk,spotify:track:0RMWZaxp4tWCbJh0rMX5lk,https://api.spotify.com/v1/tracks/0RMWZaxp4tWCbJh0rMX5lk,https://api.spotify.com/v1/audio-analysis/0RMWZaxp4tWCbJh0rMX5lk,4,Viña Rock 2009_data.json
"Itoiz, Ito Ez",Soziedad Alkoholika,Diversiones....,2009-03-10,103573,https://open.spotify.com/track/7pqU0ZsuZ6OZxnqp9jrS61,0.194,0.937,1,-4.621,1,0.109,8.69e-06,0.135,0.383,0.247,201.987,audio_features,7pqU0ZsuZ6OZxnqp9jrS61,spotify:track:7pqU0ZsuZ6OZxnqp9jrS61,https://api.spotify.com/v1/tracks/7pqU0ZsuZ6OZxnqp9jrS61,https://api.spotify.com/v1/audio-analysis/7pqU0ZsuZ6OZxnqp9jrS61,4,Viña Rock 2009_data.json
Sorprendente,Soziedad Alkoholika,Diversiones....,2009-03-10,160427,https://open.spotify.com/track/68D8lZLNcN0AXPtKlKCfd1,0.325,0.9,9,-5.11,1,0.0599,3.59e-05,0.618,0.227,0.836,131.819,audio_features,68D8lZLNcN0AXPtKlKCfd1,spotify:track:68D8lZLNcN0AXPtKlKCfd1,https://api.spotify.com/v1/tracks/68D8lZLNcN0AXPtKlKCfd1,https://api.spotify.com/v1/audio-analysis/68D8lZLNcN0AXPtKlKCfd1,4,Viña Rock 2009_data.json
Ladron,Soziedad Alkoholika,Diversiones....,2009-03-10,165973,https://open.spotify.com/track/01BIzLoBiKWBVyOtlhxEeP,0.29,0.909,0,-6.005,1,0.0708,1.73e-05,0.136,0.205,0.438,143.048,audio_features,01BIzLoBiKWBVyOtlhxEeP,spotify:track:01BIzLoBiKWBVyOtlhxEeP,https://api.spotify.com/v1/tracks/01BIzLoBiKWBVyOtlhxEeP,https://api.spotify.com/v1/audio-analysis/01BIzLoBiKWBVyOtlhxEeP,4,Viña Rock 2009_data.json
Periferia,Soziedad Alkoholika,Diversiones....,2009-03-10,122493,https://open.spotify.com/track/1w8guQqKIATpdLyFfHvNie,0.397,0.67,11,-8.819,0,0.18,0.00208,0.000129,0.112,0.369,121.412,audio_features,1w8guQqKIATpdLyFfHvNie,spotify:track:1w8guQqKIATpdLyFfHvNie,https://api.spotify.com/v1/tracks/1w8guQqKIATpdLyFfHvNie,https://api.spotify.com/v1/audio-analysis/1w8guQqKIATpdLyFfHvNie,4,Viña Rock 2009_data.json
¿Que Tal Los Examenes?,Soziedad Alkoholika,Diversiones....,2009-03-10,180667,https://open.spotify.com/track/0q9vFVUoea7S3MEhGPtL21,0.338,0.869,4,-5.969,0,0.0421,4.24e-05,0.371,0.0723,0.172,106.514,audio_features,0q9vFVUoea7S3MEhGPtL21,spotify:track:0q9vFVUoea7S3MEhGPtL21,https://api.spotify.com/v1/tracks/0q9vFVUoea7S3MEhGPtL21,https://api.spotify.com/v1/audio-analysis/0q9vFVUoea7S3MEhGPtL21,4,Viña Rock 2009_data.json
Ultramemia - En directo 05,Def Con Dos,6 dementes contra el mundo,2006,297946,https://open.spotify.com/track/0Jz2QkjB9QGHpESEavlRW9,0.577,0.931,2,-4.68,1,0.0468,0.00655,0.00636,0.65,0.236,95.011,audio_features,0Jz2QkjB9QGHpESEavlRW9,spotify:track:0Jz2QkjB9QGHpESEavlRW9,https://api.spotify.com/v1/tracks/0Jz2QkjB9QGHpESEavlRW9,https://api.spotify.com/v1/audio-analysis/0Jz2QkjB9QGHpESEavlRW9,4,Viña Rock 2009_data.json
Mundo chungo - En directo 05,Def Con Dos,6 dementes contra el mundo,2006,228853,https://open.spotify.com/track/0QvdkSaGEMGvveW1tpkcvK,0.665,0.973,9,-3.879,1,0.0743,0.00868,2.43e-05,0.812,0.729,120.076,audio_features,0QvdkSaGEMGvveW1tpkcvK,spotify:track:0QvdkSaGEMGvveW1tpkcvK,https://api.spotify.com/v1/tracks/0QvdkSaGEMGvveW1tpkcvK,https://api.spotify.com/v1/audio-analysis/0QvdkSaGEMGvveW1tpkcvK,4,Viña Rock 2009_data.json
Trabajando para Dios - En directo 05,Def Con Dos,6 dementes contra el mundo,2006,278920,https://open.spotify.com/track/4bw8HDuEuYLibX8oEepjEy,0.677,0.977,6,-5.49,0,0.0916,0.00733,0.00193,0.848,0.577,107.373,audio_features,4bw8HDuEuYLibX8oEepjEy,spotify:track:4bw8HDuEuYLibX8oEepjEy,https://api.spotify.com/v1/tracks/4bw8HDuEuYLibX8oEepjEy,https://api.spotify.com/v1/audio-analysis/4bw8HDuEuYLibX8oEepjEy,4,Viña Rock 2009_data.json
Acción mutante - Versión 98,Def Con Dos,Dogmatofobia,1999-02-17,182507,https://open.spotify.com/track/0s4Fllq1nzlpwo6aDpp2Lt,0.611,0.989,9,-2.725,1,0.175,0.00139,0,0.391,0.505,120.266,audio_features,0s4Fllq1nzlpwo6aDpp2Lt,spotify:track:0s4Fllq1nzlpwo6aDpp2Lt,https://api.spotify.com/v1/tracks/0s4Fllq1nzlpwo6aDpp2Lt,https://api.spotify.com/v1/audio-analysis/0s4Fllq1nzlpwo6aDpp2Lt,4,Viña Rock 2009_data.json
Veraneo en Puerto Hurraco,Def Con Dos,Dogmatofobia,1999-02-17,241120,https://open.spotify.com/track/1N0FH5LL9S9nRezNXYIGwi,0.686,0.941,2,-3.63,1,0.125,0.000953,0.000129,0.392,0.656,140.209,audio_features,1N0FH5LL9S9nRezNXYIGwi,spotify:track:1N0FH5LL9S9nRezNXYIGwi,https://api.spotify.com/v1/tracks/1N0FH5LL9S9nRezNXYIGwi,https://api.spotify.com/v1/audio-analysis/1N0FH5LL9S9nRezNXYIGwi,4,Viña Rock 2009_data.json
Limítate,Hamlet,Hamlet,2002,236360,https://open.spotify.com/track/0gWN2QWbV32sS2W6j4FD4r,0.374,0.95,10,-4.546,1,0.104,0.00225,1.35e-05,0.303,0.282,169.697,audio_features,0gWN2QWbV32sS2W6j4FD4r,spotify:track:0gWN2QWbV32sS2W6j4FD4r,https://api.spotify.com/v1/tracks/0gWN2QWbV32sS2W6j4FD4r,https://api.spotify.com/v1/audio-analysis/0gWN2QWbV32sS2W6j4FD4r,4,Viña Rock 2009_data.json
Queda Mucho Por Hacer,Hamlet,Hamlet,2002,201173,https://open.spotify.com/track/7g6D8sT4blJ4Uf7sPOCJW0,0.5,0.997,7,-2.652,1,0.194,0.000335,0.000574,0.343,0.11,111.008,audio_features,7g6D8sT4blJ4Uf7sPOCJW0,spotify:track:7g6D8sT4blJ4Uf7sPOCJW0,https://api.spotify.com/v1/tracks/7g6D8sT4blJ4Uf7sPOCJW0,https://api.spotify.com/v1/audio-analysis/7g6D8sT4blJ4Uf7sPOCJW0,4,Viña Rock 2009_data.json
Vivo En Él,Hamlet,Hamlet,2002,195133,https://open.spotify.com/track/4si20JUAJGRHVn0OE66xU9,0.408,0.992,5,-2.96,1,0.119,0.000483,2.71e-05,0.0967,0.284,109.519,audio_features,4si20JUAJGRHVn0OE66xU9,spotify:track:4si20JUAJGRHVn0OE66xU9,https://api.spotify.com/v1/tracks/4si20JUAJGRHVn0OE66xU9,https://api.spotify.com/v1/audio-analysis/4si20JUAJGRHVn0OE66xU9,4,Viña Rock 2009_data.json
No Lo Entiendo,Hamlet,Hamlet,2002,277800,https://open.spotify.com/track/7q0uDfAplwhiAWEWwNcDx4,0.428,0.927,5,-3.39,0,0.101,7.53e-05,2.39e-05,0.0627,0.474,107.283,audio_features,7q0uDfAplwhiAWEWwNcDx4,spotify:track:7q0uDfAplwhiAWEWwNcDx4,https://api.spotify.com/v1/tracks/7q0uDfAplwhiAWEWwNcDx4,https://api.spotify.com/v1/audio-analysis/7q0uDfAplwhiAWEWwNcDx4,4,Viña Rock 2009_data.json
Tu dios de madera,Narco,Alijos confiscados 1997/ 2008,2008-02-05,278600,https://open.spotify.com/track/2LJmy2XqUq71PbjWGa2myf,0.587,0.888,4,-5.647,0,0.2,0.00127,0,0.35,0.408,154.027,audio_features,2LJmy2XqUq71PbjWGa2myf,spotify:track:2LJmy2XqUq71PbjWGa2myf,https://api.spotify.com/v1/tracks/2LJmy2XqUq71PbjWGa2myf,https://api.spotify.com/v1/audio-analysis/2LJmy2XqUq71PbjWGa2myf,4,Viña Rock 2009_data.json
A tomar por culo el mundo,Narco,Alijos confiscados 1997/ 2008,2008-02-05,192493,https://open.spotify.com/track/6DJwCpdVdS61yr8MHGr2qG,0.595,0.981,7,-5.825,1,0.0521,0.000674,0.00104,0.201,0.376,103.95,audio_features,6DJwCpdVdS61yr8MHGr2qG,spotify:track:6DJwCpdVdS61yr8MHGr2qG,https://api.spotify.com/v1/tracks/6DJwCpdVdS61yr8MHGr2qG,https://api.spotify.com/v1/audio-analysis/6DJwCpdVdS61yr8MHGr2qG,4,Viña Rock 2009_data.json
Cree en Dios,Narco,Alijos confiscados 1997/ 2008,2008-02-05,222760,https://open.spotify.com/track/1yj2Dz4Ai4OlZpdrlL5SqA,0.358,0.956,8,-4.007,0,0.348,0.00292,4.43e-06,0.119,0.503,83.886,audio_features,1yj2Dz4Ai4OlZpdrlL5SqA,spotify:track:1yj2Dz4Ai4OlZpdrlL5SqA,https://api.spotify.com/v1/tracks/1yj2Dz4Ai4OlZpdrlL5SqA,https://api.spotify.com/v1/audio-analysis/1yj2Dz4Ai4OlZpdrlL5SqA,4,Viña Rock 2009_data.json
Narco,Narco,Alijos confiscados 1997/ 2008,2008-02-05,136920,https://open.spotify.com/track/7pLSqdknYp5HdjDEF2PDxA,0.559,0.966,11,-4.582,0,0.172,0.00206,3.84e-06,0.113,0.804,150.06,audio_features,7pLSqdknYp5HdjDEF2PDxA,spotify:track:7pLSqdknYp5HdjDEF2PDxA,https://api.spotify.com/v1/tracks/7pLSqdknYp5HdjDEF2PDxA,https://api.spotify.com/v1/audio-analysis/7pLSqdknYp5HdjDEF2PDxA,4,Viña Rock 2009_data.json
